"PROVINCE or REGION","MUNICIPALITY or CITY","COURT TYPE","BRANCH","JUDGE'S NAME"
"MANILA","Manila","Metropolitan Trial Court (METC)","18","Ylagan-Galang, Immaculada Concepcion Cruz"
"MANILA","Manila","Metropolitan Trial Court (METC)","19","Vacant"
"MANILA","Manila","Metropolitan Trial Court (METC)","20","Flor, Paul Agabin"
"MANILA","Manila","Metropolitan Trial Court (METC)","21","Marquez-Dizon, Maria Gwendolyn B."
"MANILA","Manila","Metropolitan Trial Court (METC)","22","Vacant"
"MANILA","Manila","Metropolitan Trial Court (METC)","23","Pua, Alvin Greg G."
"MANILA","Manila","Metropolitan Trial Court (METC)","24","Lopez, Adolfo, Jr. T"
"MANILA","Manila","Metropolitan Trial Court (METC)","25","Bathan, Joseph Patrick Byron Magpantay"
"MANILA","Manila","Metropolitan Trial Court (METC)","26","Lorredo, Jorge Emmanuel M."
"MANILA","Manila","Metropolitan Trial Court (METC)","27","Lucasan, Joel Apostol"
"MANILA","Manila","Metropolitan Trial Court (METC)","28","Covarrubias, Jose Janello A."
"MANILA","Manila","Metropolitan Trial Court (METC)","29","Boling-Sanchez, Richelle Lou S."
"MANILA","Manila","Metropolitan Trial Court (METC)","30","Delos-Reyes-Jurado, Grace Maria Theresa Bambi A."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","31","Barit-Carig, Ayn Marie Grace Gatdula"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","32","Albaña, Angeli Pahanel"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","33","Ortega, Noel M."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","34","Lim, Ma. Ludmila De Pio"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","35","Dumlao-Escalante, Maria Ella Cecilia Dimaandal"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","36","Dumlao-Escalante, Maria Ella Cecilia D."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","37","Abella-Davis, Sheena Marie R."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","38","Rodolfo, John Boomsri Sy"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","39","Bella, Juvenal Noriega"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","40","Asis, Josephus Joannes Hernandez"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","41","Vacant"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","42","Gonzales II, Marcelino R."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","43","Maximo-Uy, Dinah Pascua"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","131","Maximo-Uy, Dinah P."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","132","Abelita, Peter Filip S."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","133","Lopez-Lao, Gloria Monica S."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","134","De Leon-Garcia, Khrystynn Cyd Rhia G."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","135","Pormentilla, Jeland Omer L."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","136","Rosario, Lotis P."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","137","Almira, Jonafher S."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","138","Suarez, Kristine Grace Lualhati"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","139","Alcera, Aimee Marie B."
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","140","Aga, Dennis Mojica"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","141","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","142","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","143","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","144","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","145","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","146","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","147","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","148","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","149","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","150","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","151","Unorganized"
"QUEZON CITY","Quezon City","Metropolitan Trial Court (METC)","152","Unorganized"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","44","Aniñon, Kirk Mortel"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","45","Mondia, Remiebel Unica"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","46","Ramos-Malabanan, Rechie N."
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","47","Covarrubias, Jose Janello Arriola"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","48","Ariola, Allan Balbalosa"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","165","Daral, Vladimir Berla Serohijos"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","166","Javier, Kirby Gaspar"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","167","Sison-Javier, Sheila Marie Valencia"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","168","Unorganized"
"PASAY CITY","Pasay City","Metropolitan Trial Court (METC)","169","Unorganized"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","49","Barias-Siosana, Maria Lorenza Israel"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","50","Nolasco-Silangil, May Rachel S"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","51","Santos, Jr., Gloria Duclayan"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","52","Daguna-Inciong, Dorothy Grace R"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","53","Espaldon, Ruel H."
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","83","Campanilla, Marlo Bermejo"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","84","Mones-Borromeo, Benelita Jocson"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","85","Portugal, Russel Perez"
"CALOOCAN CITY","Caloocan City","Metropolitan Trial Court (METC)","86","Barrientos-Sasondoncillo, Lourdes Grace Sioco"
"NAVOTAS CITY","Navotas","Metropolitan Trial Court (METC)","54","Rivas-Magdangal, Amy Surigao"
"NAVOTAS CITY","Navotas","Metropolitan Trial Court (METC)","118","Separa, Fredrick Garcia"
"NAVOTAS CITY","Navotas","Metropolitan Trial Court (METC)","119","Arago, Aimee Santos"
"MALABON CITY","Malabon City","Metropolitan Trial Court (METC)","55","Contreras-Soriano, Ma Ofelia Salgado"
"MALABON CITY","Malabon City","Metropolitan Trial Court (METC)","56","Vacant"
"MALABON CITY","Malabon City","Metropolitan Trial Court (METC)","120","Guiyab-Camposanto, Maya Joy Panaga"
"SAN JUAN CITY","San Juan City","Metropolitan Trial Court (METC)","57","Santos, Marianito Cruz"
"SAN JUAN CITY","San Juan City","Metropolitan Trial Court (METC)","58","Reyes, Ronaldo Basa"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","59","Silao, Flordeliza Mallorca"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","60","Vacant"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","96","Priela, Diomer L."
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","97","Calsado-Amoroso, Anna Carmi R."
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","98","Solangon Jr., Eduardo Cruz"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","99","Vacant"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","100","Tribaco, Karyn Lee A."
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","101","Castillo, Earl Warren B."
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","102","Unorganized"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","103","Unorganized"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","104","Unorganized"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","105","Unorganized"
"MANDALUYONG CITY","Mandaluyong City","Metropolitan Trial Court (METC)","106","Unorganized"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","61","Del Castillo, Xavier Paolo Roxas"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","62","Billones, Ma. Concepcion Araño"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","63","Azarcon III, Alberto Nantes"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","64","Barrios-Sapalo, Ma. Lourdes Venzuela"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","65","Abesamis-Quinto, Ellen Valera"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","66","Embuscado, Niño Delvin Eduardo"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","67","Crisologo-Saguisag, Jackie Belen"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","125","Mendoza, Melinda Cielo C."
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","126","Manzano, Catherina A."
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","127","Clemente, Clemente Mogueis"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","128","Rubio-Marquez, Maureen L."
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","129","Tang, Alexius Pardo"
"MAKATI CITY","Makati City","Metropolitan Trial Court (METC)","130","Balansay-Tapia, Lorelei S."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","68","Addug-Sanchez, Fredelyne H."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","69","Conde-Punzalan, Bethany V."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","70","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","71","Ebora, Jr., Honorio C."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","72","De Guzman, Jr., Rolando A."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","153","Lapuz-Gaudiano, Jesusa R."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","154","Gonzales III, Emilio R."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","155","Dizon, Theresa S."
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","156","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","157","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","158","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","159","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","160","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","161","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","162","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","163","Vacant"
"PASIG CITY","Pasig City","Metropolitan Trial Court (METC)","164","Vacant"
"PATEROS","Pateros","Metropolitan Trial Court (METC)","73","Jacobe, Dionis P."
"TAGUIG CITY","Taguig City","Metropolitan Trial Court (METC)","74","Geraldez-Abarquez, Gia Angeli R."
"TAGUIG CITY","Taguig City","Metropolitan Trial Court (METC)","115","Vacant"
"TAGUIG CITY","Taguig City","Metropolitan Trial Court (METC)","116","Din, Angela Francesca M."
"TAGUIG CITY","Taguig City","Metropolitan Trial Court (METC)","117","Padilla-Awid, Ma. Victoria Quijano"
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","75","Villena, Louresse Patricia Jane S."
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","76","Tejada, Jedyne Venita O."
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","92","De Vera-Casimiro, Celina S."
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","93","Cobarrubias-Nabaza, Suzanne Destreza"
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","94","Hernandez, Helen Grace S."
"MARIKINA CITY","Marikina City","Metropolitan Trial Court (METC)","95","Fernandez, Jamara Leigh C."
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","77","De Castro, Donato H."
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","78","Vacant"
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","87","Mendoza-Guinto, Madeline B."
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","88","Alejandre, Pauline F."
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","89","Red-Lock, Karen Christine S."
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","90","Buenagua, Marisa Marquez"
"PARAÑAQUE CITY","Parañaque City","Metropolitan Trial Court (METC)","91","Garcia, Placido, III, O."
"LAS PIÑAS CITY","Las Piñas City","Metropolitan Trial Court (METC)","79","Crespo, Joseph Kahlil P."
"LAS PIÑAS CITY","Las Piñas City","Metropolitan Trial Court (METC)","121","Carbonera, Teodoro Salitrero"
"LAS PIÑAS CITY","Las Piñas City","Metropolitan Trial Court (METC)","122","Coliflores-Romero, Aida Dacara"
"LAS PIÑAS CITY","Las Piñas City","Metropolitan Trial Court (METC)","123","Canullas-Armada, Karen Sanchez"
"LAS PIÑAS CITY","Las Piñas City","Metropolitan Trial Court (METC)","124","Deloria-Manarang, Lynnette May Dequilla"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","80","Sudario, Cesario, III, Nono"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","110","Vacant"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","111","Frisnedi-Belleza, April Joy De Leon"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","112","Dirige-Legazpi, Chelsea Segunda Gumpal"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","113","Restituto, Melody Gervacio"
"MUNTINLUPA CITY","Muntinlupa City","Metropolitan Trial Court (METC)","114","Asi, Nelvin Malaluan"
"VALENZUELA CITY","Valenzuela City","Metropolitan Trial Court (METC)","81","Lacandula-Rodriguez, Teresita Asuncion Magsino"
"VALENZUELA CITY","Valenzuela City","Metropolitan Trial Court (METC)","82","Aguilar-Bilgera, Katlyn Anne Carlos"
"VALENZUELA CITY","Valenzuela City","Metropolitan Trial Court (METC)","107","Camarillo, Rommelo Castañeda"
"VALENZUELA CITY","Valenzuela City","Metropolitan Trial Court (METC)","108","Hurtado-Juan, Ghia Chrystellyne Oliveros"
"VALENZUELA CITY","Valenzuela City","Metropolitan Trial Court (METC)","109","Laqui-Genilo, Marita Iris Briones"
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","1","Mabalot, Roberto R."
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","3","Opolinto, Leody M."
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","4","Vacant"
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","5","Isip-Fukai, Jeanylene Tolentino"
"BENGUET","Baguio City","Municipal Trial Courts in Cities (MTCC)","6","Bawayan, Ruth Bongalos"
"ILOCOS NORTE","Laoag City","Municipal Trial Courts in Cities (MTCC)","1","Cac-Rivera, Khristy Ahnn Queja"
"ILOCOS NORTE","Laoag City","Municipal Trial Courts in Cities (MTCC)","2","Asuncion, Jonathan A"
"ILOCOS NORTE","City of Batac","Municipal Trial Courts in Cities (MTCC)","Single Sala","Bernardo, Elmer R"
"ILOCOS SUR","Candon City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"ILOCOS SUR","Candon City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"LA UNION","San Fernando City","Municipal Trial Courts in Cities (MTCC)","1","Cosalan, Imelda P."
"LA UNION","San Fernando City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"PANGASINAN","Alaminos","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"PANGASINAN","Dagupan City","Municipal Trial Courts in Cities (MTCC)","1","Aquino, Ma. Carina A."
"PANGASINAN","Dagupan City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"PANGASINAN","Dagupan City","Municipal Trial Courts in Cities (MTCC)","3","Lumanlan, Jennifer R"
"PANGASINAN","San Carlos City","Municipal Trial Courts in Cities (MTCC)","Single Sala","De Vera, Grace Gliceria F"
"PANGASINAN","Urdaneta City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"CAGAYAN","Tuguegarao City","Municipal Trial Courts in Cities (MTCC)","1","Aglaua, Racquel R"
"CAGAYAN","Tuguegarao City","Municipal Trial Courts in Cities (MTCC)","2","Baculi, Rene B"
"CAGAYAN","Tuguegarao City","Municipal Trial Courts in Cities (MTCC)","3","Israel, Maita Grace D"
"CAGAYAN","Tuguegarao City","Municipal Trial Courts in Cities (MTCC)","4","Gañac, Norman C"
"KALINGA","City of Tabuk","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"ISABELA","Cauayan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Soriano, Mary Jane S"
"ISABELA","Santiago City","Municipal Trial Courts in Cities (MTCC)","1","Ande-Ewangan, Genevieve Dalos"
"ISABELA","Santiago City","Municipal Trial Courts in Cities (MTCC)","2","DE GUZMAN, ALEXANDER V."
"ISABELA","Ilagan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"BATAAN","Balanga City","Municipal Trial Courts in Cities (MTCC)","Single Sala","CUNTAPAY-OAMIL, ANA FLORENCE S."
"BULACAN","Malolos City","Municipal Trial Courts in Cities (MTCC)","1","VACANT"
"BULACAN","Malolos City","Municipal Trial Courts in Cities (MTCC)","2","Manlangit, Nemesio V."
"BULACAN","City of Meycauayan","Municipal Trial Courts in Cities (MTCC)","1","Covarrubias III, Jose Valeriano"
"BULACAN","City of Meycauayan","Municipal Trial Courts in Cities (MTCC)","2","Talapian, Cecilia S."
"BULACAN","San Jose del Monte City","Municipal Trial Courts in Cities (MTCC)","1","Bartolome, Ryan Philipp L."
"BULACAN","San Jose del Monte City","Municipal Trial Courts in Cities (MTCC)","2","Machacon, Gladys Pinky T."
"BULACAN","San Jose Del Monte City","Municipal Trial Courts in Cities (MTCC)","3","Vacant"
"NUEVA ECIJA","Cabanatuan","Municipal Trial Courts in Cities (MTCC)","1","Belino, Kelly Binuya"
"NUEVA ECIJA","Cabanatuan","Municipal Trial Courts in Cities (MTCC)","2","Narciso, Erriza Dawn Bucu"
"NUEVA ECIJA","Cabanatuan","Municipal Trial Courts in Cities (MTCC)","3","Largo, Nelson Villaflor"
"NUEVA ECIJA","Gapan","Municipal Trial Courts in Cities (MTCC)","Single Sala","Gonzales-Ramos, Norma R."
"NUEVA ECIJA","Science City of Muñoz","Municipal Trial Courts in Cities (MTCC)","Single Sala","Mationg, Zamita Tello"
"NUEVA ECIJA","Palayan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"NUEVA ECIJA","San Jose City","Municipal Trial Courts in Cities (MTCC)","1","Vacant"
"NUEVA ECIJA","San Jose City","Municipal Trial Courts in Cities (MTCC)","2","Kanapi, Roberto Ricardo Ongkiko"
"PAMPANGA","Angeles City","Municipal Trial Courts in Cities (MTCC)","1","Reyes, Robert Christopher F."
"PAMPANGA","Angeles City","Municipal Trial Courts in Cities (MTCC)","2","Valerio-Morada, Esmeralda M."
"PAMPANGA","Angeles City","Municipal Trial Courts in Cities (MTCC)","3","Soriao, Francis Victor B."
"PAMPANGA","Angeles City","Municipal Trial Courts in Cities (MTCC)","4","Unorganized"
"PAMPANGA","Angeles City","Municipal Trial Courts in Cities (MTCC)","5","Unorganized"
"PAMPANGA","City of San Fernando","Municipal Trial Courts in Cities (MTCC)","1","Panelo, Daniel Von Evan O."
"PAMPANGA","City of San Fernando","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"PAMPANGA","City of San Fernando","Municipal Trial Courts in Cities (MTCC)","3","Pascua-Lee, Evelyn Manuel"
"PAMPANGA","City of San Fernando","Municipal Trial Courts in Cities (MTCC)","4","Gamboa-Delos Santos, Jocelyn Perez"
"PAMPANGA","Mabalacat City","Municipal Trial Courts in Cities (MTCC)","1","Vacant"
"TARLAC","Tarlac City","Municipal Trial Courts in Cities (MTCC)","1","Robiños, Ryan Scott Fiesta"
"TARLAC","Tarlac City","Municipal Trial Courts in Cities (MTCC)","2","Pablo, Eric Voltaire A."
"ZAMBALES","Olongapo City","Municipal Trial Courts in Cities (MTCC)","1","Ligaya, Merinnisa O."
"ZAMBALES","Olongapo City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"ZAMBALES","Olongapo City","Municipal Trial Courts in Cities (MTCC)","3","Jungco-Abrigo, Rosalind Roxas"
"ZAMBALES","Olongapo City","Municipal Trial Courts in Cities (MTCC)","4","David, Esmeralda Balderas"
"ZAMBALES","Olongapo City","Municipal Trial Courts in Cities (MTCC)","5","Vacant"
"BATANGAS","Batangas City","Municipal Trial Courts in Cities (MTCC)","1","Tañas-Arguelles, Petronila P."
"BATANGAS","Batangas City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"BATANGAS","Lipa City","Municipal Trial Courts in Cities (MTCC)","1","Vacant"
"BATANGAS","Lipa City","Municipal Trial Courts in Cities (MTCC)","2","Abarentos-Gain, Maricel P."
"BATANGAS","Lipa City","Municipal Trial Courts in Cities (MTCC)","3","Vacant"
"BATANGAS","Tanauan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Barsaga, Nilo, Jr., P."
"CAVITE","City of Bacoor","Municipal Trial Courts in Cities (MTCC)","1","Gutierrez-Kho, Mary Ann Charisma C."
"CAVITE","City of Bacoor","Municipal Trial Courts in Cities (MTCC)","2","Lim-Guillano, Mary Rocelyn Petalver"
"CAVITE","City of Bacoor","Municipal Trial Courts in Cities (MTCC)","3","Abrenica, Rosette H."
"CAVITE","Cavite City","Municipal Trial Courts in Cities (MTCC)","1","Presa-Mangalindan, Mederlyn A."
"CAVITE","Cavite City","Municipal Trial Courts in Cities (MTCC)","2","Tagalag-Viniegra, Bernadette V."
"CAVITE","City of Dasmariñas","Municipal Trial Courts in Cities (MTCC)","1","Victa, Liza De Leon"
"CAVITE","City of Dasmariñas","Municipal Trial Courts in Cities (MTCC)","2","Lontoc-Inciong, Maureen D.R."
"CAVITE","City of Dasmariñas","Municipal Trial Courts in Cities (MTCC)","3","Dapul-Artazo, Rhodalyne E."
"CAVITE","City of Dasmariñas","Municipal Trial Courts in Cities (MTCC)","4","Unorganized"
"CAVITE","City of Imus","Municipal Trial Courts in Cities (MTCC)","1","Mendoza-Cuartero, Hilda Poblete"
"CAVITE","City of Imus","Municipal Trial Courts in Cities (MTCC)","2","Nerves, Rex Q."
"CAVITE","City of Imus","Municipal Trial Courts in Cities (MTCC)","3","Unorganized"
"CAVITE","City of Imus","Municipal Trial Courts in Cities (MTCC)","4","Unorganized"
"CAVITE","General Trias","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vicente, Jaclyn C."
"CAVITE","Tagaytay City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Mendoza, Liezl Rosario Santiago"
"CAVITE","Trece Martires City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Mapili, Jr., Gonzalo Q."
"LAGUNA","Calamba City","Municipal Trial Courts in Cities (MTCC)","1","Vasquez-Abad, Leah Angeli Bacolor"
"LAGUNA","Calamba City","Municipal Trial Courts in Cities (MTCC)","2","Sakkam, Eric Ismael Pena"
"LAGUNA","Calamba City","Municipal Trial Courts in Cities (MTCC)","3","Alamada, Sharon M."
"LAGUNA","Biñan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
"LAGUNA","Biñan City","Municipal Trial Courts in Cities (MTCC)","","Vacant"
"LAGUNA","City of Cabuyao","Municipal Trial Courts in Cities (MTCC)","Single Sala","Japzon-Ferreras, Zharone Fritz Manuel"
"LAGUNA","City of San Pedro","Municipal Trial Courts in Cities (MTCC)","1","Bilan-Capili, Jeanette Lopez"
"LAGUNA","City of San Pedro","Municipal Trial Courts in Cities (MTCC)","2","Anore, Marlon De Las Nieves"
"LAGUNA","San Pablo City","Municipal Trial Courts in Cities (MTCC)","1","Del Val, Antonio Oyao"
"LAGUNA","San Pablo City","Municipal Trial Courts in Cities (MTCC)","2","Falguera-Guerroro, Maria Christine Isabel Zamudio"
"LAGUNA","San Pablo City","Municipal Trial Courts in Cities (MTCC)","3","Arizala-Joaquin, Rean Garcia"
"LAGUNA","Sta. Rosa City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Lustre, Ireneo Mesina"
"LAGUNA","Sta. Rosa City","Municipal Trial Courts in Cities (MTCC)","","Vacant"
"RIZAL","Antipolo City","Municipal Trial Courts in Cities (MTCC)","1","Vacant"
"RIZAL","Antipolo City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"RIZAL","Antipolo City","Municipal Trial Courts in Cities (MTCC)","3","Abad-Callao, Aileen G."
"RIZAL","Antipolo City","Municipal Trial Courts in Cities (MTCC)","4","Vacant"
"RIZAL","Antipolo City","Municipal Trial Courts in Cities (MTCC)","5","Santos, Ann Kathreene M."
"QUEZON","Lucena City","Municipal Trial Courts in Cities (MTCC)","1","Devera-Tamaray, Derela Devela"
"QUEZON","Lucena City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"QUEZON","City of Tayabas","Municipal Trial Courts in Cities (MTCC)","Single Sala","Casco, Lourdes Magpantay"
"MINDORO ORIENTAL","Calapan City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Abucayon, Anna Mae G."
"PALAWAN","Puerto Princesa City","Municipal Trial Courts in Cities (MTCC)","1","Socrates, Ma. Rowena P."
"PALAWAN","Puerto Princesa City","Municipal Trial Courts in Cities (MTCC)","2","Sarra, Rohima Rias"
"PALAWAN","Puerto Princesa City","Municipal Trial Courts in Cities (MTCC)","3","Selda, Enrique Custodio"
"ALBAY","Legaspi City","Municipal Trial Courts in Cities (MTCC)","1","Resari, Arlinda G."
"ALBAY","Legaspi City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"ALBAY","Legaspi City","Municipal Trial Courts in Cities (MTCC)","3","Restubog, Jazon H."
"ALBAY","Ligao City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Rito, Michael Angelo Salen"
"ALBAY","Tabaco City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Mosatalla, Joan Colinares"
"CAMARINES SUR","Iriga City","Municipal Trial Courts in Cities (MTCC)","1","Pintor, Arminda Talavera"
"CAMARINES SUR","Iriga City","Municipal Trial Courts in Cities (MTCC)","2","Vacant"
"CAMARINES SUR","Naga City","Municipal Trial Courts in Cities (MTCC)","1","Beltran, Nonna Oliva"
"CAMARINES SUR","Naga City","Municipal Trial Courts in Cities (MTCC)","2","Armea, Margaret Nacional"
"CAMARINES SUR","Naga City","Municipal Trial Courts in Cities (MTCC)","3","Vacant"
"MASBATE","Masbate City","Municipal Trial Courts in Cities (MTCC)","Single Sala","Vacant"
