"PROVINCE or REGION","MUNICIPALITY or CITY","COURT TYPE","BRANCH","JUDGE'S NAME"
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","61","Magsayo-Aguila, April Joy B."
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","62","Vacant"
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","114","Del Rosario, Rodrigo Ido"
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","115","Blanco, Ramon Corazon P."
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","116","Sadural, Erick A."
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","117","Abila, Benigno C."
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","118","Reyes, Rene Estrada"
"PAMPANGA","Angeles City","Regional Trial Court (RTC)","119","Unorganized"
"TARLAC","Tarlac City","Regional Trial Court (RTC)","11","Toribio, Joefferson B."
"TARLAC","Tarlac City","Regional Trial Court (RTC)","63","Ortiz , Maria Roma Flor Acosta"
"TARLAC","Tarlac City","Regional Trial Court (RTC)","64","Vallo, Lily De Vera"
"TARLAC","Tarlac City","Regional Trial Court (RTC)","65","Vacant"
"TARLAC","Tarlac City","Regional Trial Court (RTC)","110","Torres-Pena, Allene C."
"TARLAC","Tarlac City","Regional Trial Court (RTC)","111","Bonifacio, Edwin Sunga"
"TARLAC","Capas","Regional Trial Court (RTC)","66","Haban, Ronald Leo Taguba"
"TARLAC","Capas","Regional Trial Court (RTC)","109","Ordoño, Jeovannie C."
"TARLAC","Paniqui","Regional Trial Court (RTC)","67","Fajardo, Bernar Dungo"
"TARLAC","Paniqui","Regional Trial Court (RTC)","105","Velasquez, Luis Circe"
"TARLAC","Paniqui","Regional Trial Court (RTC)","106","Gandia-Asuncion, Stela Marie Quimson"
"TARLAC","Paniqui","Regional Trial Court (RTC)","107","Unorganized"
"TARLAC","Paniqui","Regional Trial Court (RTC)","108","Unorganized"
"TARLAC","Camiling","Regional Trial Court (RTC)","68","Cruz-Caisido, Elmira S."
"TARLAC","Camiling","Regional Trial Court (RTC)","112","Espinola, Francis William M."
"TARLAC","Concepcion","Regional Trial Court (RTC)","113","Atinaja, Percival T."
"ZAMBALES","Iba","Regional Trial Court (RTC)","13","Mariano-Beltran, Maribel F."
"ZAMBALES","Iba","Regional Trial Court (RTC)","69","Beltran Jr., Santiago M."
"ZAMBALES","Iba","Regional Trial Court (RTC)","70","Chua, Marifi Patam"
"ZAMBALES","Iba","Regional Trial Court (RTC)","71","Bocar, Consuelo Amog"
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","12","Hilario-Logronio, Gemma Theresa B."
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","72","Paradeza, Richard Ancheta"
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","73","Vacant"
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","74","Ginez-Jabalde, Roline M."
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","75","Viray, Raymond Campania"
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","97","Tadili, Melani Fay V."
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","98","Real, Michael F."
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","99","Mendoza, Anna Marie C."
"ZAMBALES","Olongapo City","Regional Trial Court (RTC)","100","Principe, Meynard R."
"BATANGAS","Batangas City","Regional Trial Court (RTC)","1","Vacant"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","1","Vacant"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","2","Austria-Chua , Maria Cecilia Imperial"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","3","Vacant"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","4","Manigbas-Bautista, Anne Catherine B."
"BATANGAS","Batangas City","Regional Trial Court (RTC)","7","Santos , Aida Carrera"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","8","Vacant"
"BATANGAS","Batangas City","Regional Trial Court (RTC)","84","Ferriols-Perez , Dorcas Perez"
"BATANGAS","Lemery","Regional Trial Court (RTC)","5","Valeza-Maranan, Mary Jane Belardo"
"BATANGAS","Tanauan City","Regional Trial Court (RTC)","6","Flores, Jose Ricuerdo Policarpio"
"BATANGAS","Tanauan City","Regional Trial Court (RTC)","83","Adolfo, Nevic Cordillo"
"BATANGAS","Tanauan City","Regional Trial Court (RTC)","66","Macalintal-Sawali, Charito M."
"BATANGAS","Balayan","Regional Trial Court (RTC)","9","De Jesus, Carolina F."
"BATANGAS","Balayan","Regional Trial Court (RTC)","10","Judit, Cristino Ebriega"
"BATANGAS","Balayan","Regional Trial Court (RTC)","11","Gainza-Tang, Janalyn B."
"BATANGAS","Lipa City","Regional Trial Court (RTC)","2","Lindog, Noel Macasaet"
"BATANGAS","Lipa City","Regional Trial Court (RTC)","12","Altea, Maria Concepcion Serrano"
"BATANGAS","Lipa City","Regional Trial Court (RTC)","13","Chavez-Izon, Pamela Torres"
"BATANGAS","Lipa City","Regional Trial Court (RTC)","85","Ramos, Leo-Jon Pedraza"
"BATANGAS","Nasugbu","Regional Trial Court (RTC)","14","Go-Santiago, Wilhelmina B."
"BATANGAS","Rosario","Regional Trial Court (RTC)","87","Manalang-Austria, Rose Marie J."
"BATANGAS","Taal","Regional Trial Court (RTC)","86","Vacant"
"BATANGAS","Sto. Tomas","Regional Trial Court (RTC)","178","NEWLY"
"BATANGAS","Agoncillo","Regional Trial Court (RTC)","179","NEWLY"
"CAVITE","Naic","Regional Trial Court (RTC)","15","Castigador , Lerio C."
"CAVITE","Naic","Regional Trial Court (RTC)","132","Arellano, Ralph S."
"CAVITE","Cavite City","Regional Trial Court (RTC)","16","Andico-Malabanan, Ethel Ricafrente"
"CAVITE","Cavite City","Regional Trial Court (RTC)","17","Mojares-Arevalo, Rowena R."
"CAVITE","Cavite City","Regional Trial Court (RTC)","88","Arago , Franco Paulo Resurreccion"
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","3","Aspiras-Sanchez, Raquel Ventura"
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","18","Vacant"
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","133","Navarro, Gian Enrico C."
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","134","Maranan, Michael C."
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","135","Unorganized"
"CAVITE","Tagaytay City","Regional Trial Court (RTC)","136","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","19","Garcia II , Matias Madeja"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","89","Beltran-Kawada, Rosalinda Ermitaño"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","110","Espiritu, Arnel G."
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","111","Estabaya , Marissa Pajuelas"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","112","Gumapos-Ricablanca, Amalia S."
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","113","Prudon-Sison, Maricar S.A."
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","114","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","115","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","116","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","117","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","118","Unorganized"
"CAVITE","City of Bacoor","Regional Trial Court (RTC)","119","Unorganized"
"CAVITE","City of Imus","Regional Trial Court (RTC)","4","Magno-Gingoyon, Adeliza Hinal"
"CAVITE","City of Imus","Regional Trial Court (RTC)","20","Robles-Buenaluz, Amabel B."
"CAVITE","City of Imus","Regional Trial Court (RTC)","21","Aquino-Tambasacan, Rocille S."
"CAVITE","City of Imus","Regional Trial Court (RTC)","22","Vacant"
"CAVITE","City of Imus","Regional Trial Court (RTC)","120","Ocsing, Emmanuel S."
"CAVITE","City of Imus","Regional Trial Court (RTC)","121","Palma , Giovanni Elnar"
"CAVITE","City of Imus","Regional Trial Court (RTC)","122","Llavore, Lea Duclayna"
"CAVITE","City of Imus","Regional Trial Court (RTC)","123","Edoria-Gatchalian, Barbra S."
"CAVITE","City of Imus","Regional Trial Court (RTC)","124","Unorganized"
"CAVITE","City of Imus","Regional Trial Court (RTC)","125","Unorganized"
"CAVITE","City of Imus","Regional Trial Court (RTC)","126","Unorganized"
"CAVITE","City of Imus","Regional Trial Court (RTC)","127","Unorganized"
"CAVITE","Trece Martires City","Regional Trial Court (RTC)","5-FC","Cabanlit-Fargas, Flordeliz E."
"CAVITE","Trece Martires City","Regional Trial Court (RTC)","23","Baring-Tuvera, Purificacion A."
"CAVITE","Trece Martires City","Regional Trial Court (RTC)","130","Luna, Gaysol C."
"CAVITE","Trece Martires City","Regional Trial Court (RTC)","131","Desuasido-Gill, Jean Susan V."
"CAVITE","Dasmariñas City","Regional Trial Court (RTC)","90","Collado, Jr., Francisco Victor L."
"CAVITE","Dasmariñas City","Regional Trial Court (RTC)","128","Constantino-Balbuena, Helen B."
"CAVITE","Dasmariñas City","Regional Trial Court (RTC)","129","Lara-De Luna, Josielyn D."
"CAVITE","Carmona","Regional Trial Court (RTC)","109","Canlapan , Niven Redillas"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","24","Romaquin Jr , Tomas Ken Dizon"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","25","Solis , Teodoro Nablo"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","152","Banatin, Jaime Evaristo"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","153","Quijano, Vernard V."
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","154","Rafa, Dennis Jusi"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","155","Villamonte, Armin Noel B."
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","156","Unorganized"
"LAGUNA","City of Biñan","Regional Trial Court (RTC)","157","Unorganized"
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","6","Ofrecio, Suwerte L."
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","26","Cajandab, Mary Jean T."
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","27",""
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","28","Dela Peña , Iluminado Magpantay"
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","91","Bustos-Ongkeko , Divinagracia Guico"
"LAGUNA","Sta. Cruz","Regional Trial Court (RTC)","176","Hilbero, Allan S."
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","7","Villavicencio-Olan, Myla M."
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","29","Roque , Luvina Padolina"
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","30","Gordove, Gilbert G."
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","32","Tugonon, Ronaldo Guimong"
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","181","NEWLY"
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","182","NEWLY"
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","183","NEWLY"
"LAGUNA","San Pablo City","Regional Trial Court (RTC)","184","NEWLY"
"LAGUNA","City of San Pedro","Regional Trial Court (RTC)","31","Vacant"
"LAGUNA","City of San Pedro","Regional Trial Court (RTC)","93","Paño , Francisco Dizon"
"LAGUNA","City of San Pedro","Regional Trial Court (RTC)","169","Tabuldan-Gravino, Nida C."
"LAGUNA","City of San Pedro","Regional Trial Court (RTC)","170","Austria, Nanette M."
"LAGUNA","City of San Pedro","Regional Trial Court (RTC)","171","Unorganized"
"LAGUNA","Siniloan","Regional Trial Court (RTC)","33","Agama, Marlyn Reyes"
"LAGUNA","Siniloan","Regional Trial Court (RTC)","166","Mendoza. Ma. Lourdes Santos"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","8","Vacant"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","34","Formes-Baculo , Maria Florencia Barilla"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","35","Velasquez , Gregorio M."
"LAGUNA","Calamba City","Regional Trial Court (RTC)","36","Mendoza-Ramos, Glenda Reyes"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","37","Buenagua, Caesar Cueto"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","92","Mailom-Orendain, Angelina A."
"LAGUNA","Calamba City","Regional Trial Court (RTC)","103","Buenaluz, Hector Jr. A."
"LAGUNA","Calamba City","Regional Trial Court (RTC)","104","Pantua, Maria Cecilia Ty"
"LAGUNA","Calamba City","Regional Trial Court (RTC)","105","Noblejas, Arturo V."
"LAGUNA","Cabuyao","Regional Trial Court (RTC)","108","Martinez, Arnold Rimon"
"LAGUNA","Sta. Rosa City","Regional Trial Court (RTC)","102","Sta. Maria Jr., Gil Jude Franco"
"LAGUNA","Sta. Rosa City","Regional Trial Court (RTC)","185","Newly created"
"LAGUNA","Sta. Rosa City","Regional Trial Court (RTC)","186","Newly created"
"LAGUNA","Los Baños","Regional Trial Court (RTC)","107","Natividad, Rene D."
"QUEZON","Lucena","Regional Trial Court (RTC)","15","Reyes, Aristotle M."
"QUEZON","Lucena","Regional Trial Court (RTC)","53","Orendain, Dennis Galahad Calleja"
"QUEZON","Lucena","Regional Trial Court (RTC)","54","Lim, Eileen Dantes"
"QUEZON","Lucena","Regional Trial Court (RTC)","55","Bravo, Agripino Roxas."
"QUEZON","Lucena","Regional Trial Court (RTC)","56","Villarosa, Jr. Salvador Competente."
"QUEZON","Lucena","Regional Trial Court (RTC)","57","Andrade-Udarbe, Janice Llamera"
"QUEZON","Lucena","Regional Trial Court (RTC)","58","Magpantay-Ng, Maricel Macatangay"
"QUEZON","Lucena","Regional Trial Court (RTC)","59","Vacant"
"QUEZON","Lucena","Regional Trial Court (RTC)","60","Martinez-Panergo, Portia A."
"QUEZON","Lucena","Regional Trial Court (RTC)","167","Zafranco-Redor, Maria May S."
"QUEZON","Lucena","Regional Trial Court (RTC)","168","Fabrero, Julieto Fabon"
"QUEZON","Gumaca","Regional Trial Court (RTC)","61","Pulgar-Navarro, Maria Chona E."
"QUEZON","Gumaca","Regional Trial Court (RTC)","62","Meneses, Marylou P."
"QUEZON","Gumaca","Regional Trial Court (RTC)","172","Vito, Michael E."
"QUEZON","Gumaca","Regional Trial Court (RTC)","173","Gutierrez, Maria Lourdes C."
"QUEZON","Calauag","Regional Trial Court (RTC)","63","Espinas-Dionisio, Jeshiree D."
"QUEZON","Mauban","Regional Trial Court (RTC)","64","Uy, Donald S."
"QUEZON","Infanta","Regional Trial Court (RTC)","65","Vacant"
"QUEZON","Catanauan","Regional Trial Court (RTC)","96","Vacant"
"QUEZON","Sariaya","Regional Trial Court (RTC)","16","Cataquiz-Fidel, Patricia Angeles R"
"RIZAL","Binangonan","Regional Trial Court (RTC)","67","Vacant"
"RIZAL","Binangonan","Regional Trial Court (RTC)","68","De Guzman-De Guzman, Rebecca Ramas"
"RIZAL","Binangonan","Regional Trial Court (RTC)","69","Limbo, Anna Francesca M"
"RIZAL","Binangonan","Regional Trial Court (RTC)","70","Lucero-De Mesa, Ma Conchita O"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","17","Abuda-Caballegan, Anna Zita B"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","71","Falcon, Banuar Reuben Abuyuan"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","72","Vacant"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","73","Lubigan-Rafael, Gay Marie Flores"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","74","Lazaro, Mary Josephine Dela Peña"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","97","Sordan , Marie Claire Victoria Mabutas"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","98","Gironella-Gastrock, Joanne C"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","99","Asuncion, Miguel Sabangan"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","100","Gengos-Ignalaga, Ma Consejo Mapa"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","137","Mamasabulod-David, Aileen Liza P."
"RIZAL","Antipolo City","Regional Trial Court (RTC)","138","Lor, Rey Ranoco"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","139","Laborte-Andal, Marie Lynn J."
"RIZAL","Antipolo City","Regional Trial Court (RTC)","140","Sison, Edgardo R."
"RIZAL","Cainta","Regional Trial Court (RTC)","141","Unorganized"
"RIZAL","Cainta","Regional Trial Court (RTC)","142","Unorganized"
"RIZAL","Cainta","Regional Trial Court (RTC)","143","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","144","Salvador, Ralph Jerome D."
"RIZAL","Antipolo City","Regional Trial Court (RTC)","145","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","146","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","147","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","148","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","149","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","150","Unorganized"
"RIZAL","Antipolo City","Regional Trial Court (RTC)","151","Unorganized"
"RIZAL","Cainta","Regional Trial Court (RTC)","18","Santos-De Lumen, Jennifer A."
"RIZAL","San Mateo","Regional Trial Court (RTC)","75","Caunan, Maria Beatrice Alvarez"
"RIZAL","San Mateo","Regional Trial Court (RTC)","76","Fernandez, Josephine Z."
"RIZAL","San Mateo","Regional Trial Court (RTC)","77","Tamano, Mohammad Aquil A."
"RIZAL","San Mateo","Regional Trial Court (RTC)","174","Dao, Clarisa M."
"RIZAL","San Mateo","Regional Trial Court (RTC)","175","MANAHAN, MARIBETH RODRIGUEZ"
"RIZAL","Morong","Regional Trial Court (RTC)","78","GAPUZAN, NESTOR VALDEZ"
"RIZAL","Morong","Regional Trial Court (RTC)","79","SAN JUAN-TORRES, MARIA JOSEFINA GOSECO"
"RIZAL","Morong","Regional Trial Court (RTC)","80","IGNACIO, SHEILA MARIE ALAAN"
"RIZAL","Morong","Regional Trial Court (RTC)","158","MASANGKAY-TRESVALLES, MARY JOYCE A."
"RIZAL","Morong","Regional Trial Court (RTC)","159","SAN JUAN, YANCY STO. NIÑO"
"RIZAL","Morong","Regional Trial Court (RTC)","160","UNORGANIZED"
"RIZAL","Morong","Regional Trial Court (RTC)","161","UNORGANIZED"
"RIZAL","Morong","Regional Trial Court (RTC)","162","Unorganized"
"MARINDUQUE","Boac","Regional Trial Court (RTC)","9","Parrone, Eugene Ricardo A."
"MARINDUQUE","Boac","Regional Trial Court (RTC)","38","Recalde , Emmanuel Racho"
"MARINDUQUE","Boac","Regional Trial Court (RTC)","94","Magturo, Antonina Calderon"
"MINDORO OCCIDENTAL","Mamburao","Regional Trial Court (RTC)","10","Mariño-Monsod, Catherine R."
"MINDORO OCCIDENTAL","Mamburao","Regional Trial Court (RTC)","44","Delgado, Ulysses Deloso"
"MINDORO OCCIDENTAL","San Jose","Regional Trial Court (RTC)","45","Vacant"
"MINDORO OCCIDENTAL","San Jose","Regional Trial Court (RTC)","46","Vacant"
"MINDORO ORIENTAL","Calapan City","Regional Trial Court (RTC)","11","Goco, Cefelene R."
"MINDORO ORIENTAL","Calapan City","Regional Trial Court (RTC)","39","CARANZO, JOSEPHINE C."
"MINDORO ORIENTAL","Calapan City","Regional Trial Court (RTC)","40","RICO, CHARITY GRACE ALCANTARA"
"MINDORO ORIENTAL","Calapan City","Regional Trial Court (RTC)","177","NEWLY"
"MINDORO ORIENTAL","Naujan","Regional Trial Court (RTC)","12","LUI, ROSALIE ANG"
"MINDORO ORIENTAL","Pinamalayan","Regional Trial Court (RTC)","41","JAMINOLA, HARRY DEL PRADO"
"MINDORO ORIENTAL","Pinamalayan","Regional Trial Court (RTC)","42","DIMAYACYAC, ERWIN Y."
"MINDORO ORIENTAL","Roxas","Regional Trial Court (RTC)","43","REYES , EDRALIN CARREON"
"MINDORO ORIENTAL","Bongabong","Regional Trial Court (RTC)","","Vacant"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","13","GUILLEN, ARLENE BAYUGA"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","47","DILIG, JOCELYN SUNDIANG"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","48","Baguyo, Leah De Los Reyes"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","49","Rodriguez-Cayetano, Paz Soledad B."
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","50","USMAN, JOSE BAYANI JOCSON"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","51","VACANT"
"PALAWAN","Puerto Princesa City","Regional Trial Court (RTC)","52","ARIZALA, ANGELO RAMIREZ"
"PALAWAN","Roxas","Regional Trial Court (RTC)","95","JAGMIS, JR., PAUL B."
"PALAWAN","Roxas","Regional Trial Court (RTC)","164","Tiongson-Mendoza, Anna Leah Y."
"PALAWAN","Coron","Regional Trial Court (RTC)","163","EZAR, ARNEL PECUNDO"
"PALAWAN","Brooke’s Point","Regional Trial Court (RTC)","165","MENDOZA, RAMON CHITO R."
"PALAWAN","TAYTAY","Regional Trial Court (RTC)","14","ARTAZO, EMMANUEL O."
"ROMBLON","Romblon","Regional Trial Court (RTC)","19-FC","PASCUAL, DONNA BORDA"
"ROMBLON","Romblon","Regional Trial Court (RTC)","81","VACANT"
"ROMBLON","Odiongan","Regional Trial Court (RTC)","82","Buffe, Edwin B"
"ROMBLON","Cajidiocan","Regional Trial Court (RTC)","106","Foja, Cirile Maduro"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","1","Vacant"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","2","Vacant"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","3","Borja, Joseph Raymond Destajo"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","4","Vacant"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","5","Nieva, Mel-Gerald N"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","6","Lanuzo, Elmer M"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","7","Almayda, Alym R"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","8","Regala, Ritche R."
"ALBAY","Legaspi City","Regional Trial Court (RTC)","9","Evan, Jose C"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","10","Loquillano , Maria Theresa S"
"ALBAY","Legaspi City","Regional Trial Court (RTC)","1-FC","Awayan-Losito, Damidel L"
"ALBAY","Daraga (Locsin)","Regional Trial Court (RTC)","2-FC","DEL ROSARIO, JOSE POCHOLO R."
"ALBAY","Ligao City","Regional Trial Court (RTC)","11","De Villa-Rosero, Amy Ana L./a>"
"ALBAY","Ligao City","Regional Trial Court (RTC)","12","Vacant"
"ALBAY","Ligao City","Regional Trial Court (RTC)","13","Barcillano Jr , Ignacio Cruz"
"ALBAY","Ligao City","Regional Trial Court (RTC)","14","Ma-Alat , Edwin Cleofe"
"ALBAY","Ligao City","Regional Trial Court (RTC)","4-FC","Salgado, Jose Demosthenes M"
"ALBAY","Tabaco City","Regional Trial Court (RTC)","15","Rabe , Alben Casimiro"
"ALBAY","Tabaco City","Regional Trial Court (RTC)","16","Tindugan-Rocha, Louella L"
"ALBAY","Tabaco City","Regional Trial Court (RTC)","17","Lomibao, Alexander Al Naz"
"ALBAY","Tabaco City","Regional Trial Court (RTC)","18","Vacant"
"ALBAY","Tabaco City","Regional Trial Court (RTC)","3-FC","Joven-Salgado, Blancaflor V"
"CAMARINES NORTE","Daet","Regional Trial Court (RTC)","38","Roll, Cornelio M."
"CAMARINES NORTE","Daet","Regional Trial Court (RTC)","39","Vacant"
"CAMARINES NORTE","Daet","Regional Trial Court (RTC)","40","Dizon , Evan Derez"
"CAMARINES NORTE","Daet","Regional Trial Court (RTC)","41","Dating, Arniel Alcantara"
"CAMARINES NORTE","Daet","Regional Trial Court (RTC)","5","De La Cruz, Rene M."
"CAMARINES NORTE","Labo","Regional Trial Court (RTC)","64","Vacant"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","19","Cortes, Cresencio Jr., L."
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","20","Ferrer , Erwin Virgilio Poblete"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","21","Formaran III , Pablo Cabililan"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","22","Brinas-Agbayani, Melita Pilar P."
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","23","Pura Jr , Valentin Espaldon"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","24","Vacant"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","25","Vacant"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","26","Aganan, Jorge John Ds."
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","27","Intia , Leo Lomabad"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","28","Vacant"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","61","Santos, Jr. , Soliman Melchor"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","62","Vacant"
"CAMARINES SUR","Naga City","Regional Trial Court (RTC)","6","Vacant"
"CAMARINES SUR","Libmanan","Regional Trial Court (RTC)","29","Soler , Cecilia B."
"CAMARINES SUR","Libmanan","Regional Trial Court (RTC)","56","Gaminde-San Joaquin, Jeaneth C."
"CAMARINES SUR","Libmanan","Regional Trial Court (RTC)","57","Boncodin-Zamudio , Irma Isidora M."
"CAMARINES SUR","San Jose","Regional Trial Court (RTC)","30","Gobot, Randi Carlo A."
"CAMARINES SUR","San Jose (Tigaon)","Regional Trial Court (RTC)","58","Arroyo , Ma Angela A."
"CAMARINES SUR","Pili","Regional Trial Court (RTC)","31","Hebrio, Nydia A."
"CAMARINES SUR","Pili","Regional Trial Court (RTC)","32","Atutubo III , Vivencio Gregorio Gascon"
"CAMARINES SUR","Pili","Regional Trial Court (RTC)","33","Mendiola, Maria Carmela Ng Pee"
"CAMARINES SUR","Pili","Regional Trial Court (RTC)","8","Torres-Clasio, Ma. Luzy B."
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","34","Vacant"
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","35","Villareal-Dimabayao , Salve Eva Q."
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","36","Pacis-Trinidad , Maria Clarissa Lianko"
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","37","Nuylan-Rodrigueza, Martessa E."
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","59","Pornillos, Jr., Wenifredo G."
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","60","Panga Jr , Timoteo Albia"
"CAMARINES SUR","Iriga City","Regional Trial Court (RTC)","7","Orbon-Ortega, Rima B."
"CAMARINES SUR","Calabanga","Regional Trial Court (RTC)","63","Vacant"
"CATANDUANES","Virac","Regional Trial Court (RTC)","42","Gapas-Agbada, Genie G."
"CATANDUANES","Virac","Regional Trial Court (RTC)","43","Vacant"
"CATANDUANES","Virac","Regional Trial Court (RTC)","9","Unorganized"
"MASBATE","Masbate City","Regional Trial Court (RTC)","44","Tabigue-Logarta, Mary Flor D."
"MASBATE","Masbate City","Regional Trial Court (RTC)","45","Vacant"
"MASBATE","Masbate City","Regional Trial Court (RTC)","46","Tambago , Teofilo Barriga"
"MASBATE","Masbate City","Regional Trial Court (RTC)","47","Bersales, Jose Ronald M."
"MASBATE","Masbate City","Regional Trial Court (RTC)","48","Zurbito-Alba, Ave A."
"MASBATE","Masbate City","Regional Trial Court (RTC)","10","Unorganized"
"MASBATE","Aroroy","Regional Trial Court (RTC)","11","Unorganized"
"MASBATE","Cataingan","Regional Trial Court (RTC)","49","Camposano, Igmedio Emilio F."
